#{"t_start": 1607735214.9873712, "env_id": null}
r,l,t
37436.226108,2002,12791.189598
39218.814691,2002,12793.578573
37796.797939,2002,12795.962986
41256.320467,2002,12798.358034
34848.624454,2002,12799.863636
36446.644611,2002,12802.277059
36813.773478,2002,12804.668347
41043.135999,2002,12807.06875
39165.849702,2002,12809.461074
40638.219183,2002,12811.849143
41248.506387,2002,12814.247872
40292.095339,2002,12816.638939
40187.944238,2002,12819.062982
39454.790492,2002,12821.483723
41186.172162,2002,12823.873902
41249.595525,2002,12826.268413
39688.185699,2002,12828.666471
40134.748191,2002,12831.067088
40980.016178,2002,12833.479549
39675.821154,2002,12835.926838
41158.87978,2002,12838.321714
41222.157114,2002,12840.711505
40876.868418,2002,12843.100973
38709.725366,2002,12845.496003
41293.135275,2002,12847.890864
36303.227289,2002,12850.27863
39206.621321,2002,12852.664061
41177.353076,2002,12855.051761
38754.285405,2002,12857.432945
35808.833387,2002,12859.829202
36180.636938,2002,12862.220968
35269.013672,2002,12864.602665
34345.393944,2002,12866.996172
29287.840535,2002,12869.38382
37208.038157,2002,12871.776307
38719.338258,2002,12874.163952
38377.372522,2002,12876.552827
39981.331386,2002,12878.987662
38076.431529,2002,12881.372779
38137.40148,2002,12883.788711
39391.016902,2002,12886.167418
40355.646375,2002,12888.553985
40035.677232,2002,12890.946738
38670.062177,2002,12893.334301
36298.86544,2002,12895.711043
38482.915639,2002,12898.090527
39125.083112,2002,12900.494126
40302.25461,2002,12902.876304
39685.945036,2002,12905.257528
37642.468217,2002,12906.728606
40627.493989,2002,12909.116549
41183.039193,2002,12911.511635
39293.786192,2002,12913.899091
38465.770951,2002,12916.288625
34906.123387,2002,12918.672603
36637.880688,2002,12921.057717
39079.693182,2002,12923.436727
33497.089997,2002,12925.819594
39007.220634,2002,12928.21023
39077.949912,2002,12930.59105
37971.13963,2002,12932.971888
40479.618719,2002,12935.354842
39683.257086,2002,12937.734772
41023.694644,2002,12940.122462
38780.901628,2002,12942.51107
39120.991182,2002,12944.893214
40086.643352,2002,12947.272577
39455.322652,2002,12949.653661
40530.352557,2002,12952.041749
39943.083002,2002,12954.424783
38991.956527,2002,12956.805462
40600.450218,2002,12959.199081
39823.066616,2002,12961.595073
36747.497346,2002,12963.97885
37842.278555,2002,12966.360696
38445.203823,2002,12968.778115
41044.881011,2002,12971.157446
41071.429134,2002,12973.533789
41181.821781,2002,12975.928363
39749.0398,2002,12978.31918
41051.039792,2002,12980.704954
41367.504111,2002,12983.090437
41246.215655,2002,12985.488414
40896.335601,2002,12987.890501
40948.47917,2002,12990.280048
40062.409627,2002,12992.678123
39653.957649,2002,12995.085987
40036.227262,2002,12997.47269
41182.893328,2002,12999.863298
40079.304966,2002,13002.258475
38909.581087,2002,13004.645678
36542.601521,2002,13007.034012
40665.34809,2002,13009.419589
35759.1376,2002,13010.896479
41088.612032,2002,13013.287448
38586.340827,2002,13015.68135
37357.046679,2002,13018.071042
39791.001941,2002,13020.484737
37550.116085,2002,13022.880791
37522.439304,2002,13025.269842
37851.061116,2002,13027.662097
40746.309828,2002,13030.049793
40622.309434,2002,13032.446946
41094.675839,2002,13034.851857
40126.110869,2002,13037.248812
37846.535144,2002,13039.646414
40909.807434,2002,13042.039881
40967.846792,2002,13044.429029
38485.652423,2002,13046.823545
41084.452728,2002,13049.213114
39562.20389,2002,13051.601942
41256.049765,2002,13053.99194
41287.052232,2002,13056.389676
41254.81172,2002,13058.789504
41121.451154,2002,13061.19053
40333.231903,2002,13063.594891
40162.696995,2002,13065.98722
39773.531006,2002,13068.37561
41218.774106,2002,13070.764127
40750.611947,2002,13073.157376
40807.956102,2002,13075.550133
39369.44204,2002,13077.936506
37996.921335,2002,13080.329427
35105.717502,2002,13082.714307
38274.907657,2002,13085.097144
40181.566497,2002,13087.485008
38416.564151,2002,13089.872673
41147.409526,2002,13092.258365
36020.771004,2002,13094.639936
38844.304835,2002,13097.031558
38903.47016,2002,13099.412267
39739.518331,2002,13101.805231
39202.158333,2002,13104.19382
41171.239992,2002,13106.572289
39357.990964,2002,13108.953871
40510.082026,2002,13111.334914
39294.855447,2002,13113.714813
40280.978091,2002,13116.103912
40729.151926,2002,13117.581341
40839.266084,2002,13119.972616
39081.419061,2002,13122.359973
39583.396448,2002,13124.75442
40543.478848,2002,13127.140166
41114.126833,2002,13129.528813
40938.192717,2002,13131.919697
39999.392545,2002,13134.307832
38694.446773,2002,13136.696646
41042.16587,2002,13139.088642
38508.228246,2002,13141.478512
41163.469609,2002,13143.864681
38630.715623,2002,13146.265536
40060.695538,2002,13148.661808
40630.4441,2002,13151.051996
41084.866293,2002,13153.493665
41078.909609,2002,13155.881012
39981.84907,2002,13158.2684
39890.207527,2002,13160.653257
41082.103374,2002,13163.04221
38659.860011,2002,13165.430895
38406.824822,2002,13167.815582
40345.521448,2002,13170.201295
40404.30483,2002,13172.58996
40163.799338,2002,13174.976653
39763.74522,2002,13177.367355
40218.73346,2002,13179.763626
38878.538134,2002,13182.156707
40347.438446,2002,13184.542009
39270.653264,2002,13186.938253
38953.921149,2002,13189.33349
38922.300136,2002,13191.722738
40084.082708,2002,13194.110785
39612.087725,2002,13196.494654
39148.726389,2002,13198.888162
41143.613474,2002,13201.302125
40241.199456,2002,13203.693705
40741.451439,2002,13206.109124
41232.39104,2002,13208.506281
41291.407807,2002,13210.890405
41247.346493,2002,13213.279654
40882.3182,2002,13215.668101
40399.361519,2002,13218.056524
38719.489184,2002,13220.466506
38590.86416,2002,13221.940786
40449.024086,2002,13224.336274
40916.795013,2002,13226.731639
37948.354401,2002,13229.119343
40851.631028,2002,13231.513762
40854.865874,2002,13233.898953
40806.752858,2002,13236.28469
36896.680048,2002,13238.680836
40349.949574,2002,13241.07014
39785.815822,2002,13243.462624
40475.180432,2002,13245.860863
41075.874405,2002,13248.254519
39040.845278,2002,13250.660335
41161.770494,2002,13253.055087
41075.575915,2002,13255.451801
39838.965458,2002,13257.842602
39102.566057,2002,13260.23447
41024.671674,2002,13262.621299
39977.816422,2002,13265.01436
40070.826881,2002,13267.413707
40985.543423,2002,13269.802874
40947.674031,2002,13272.228101
39453.749617,2002,13274.614469
40987.250245,2002,13277.008297
38470.029477,2002,13279.390523
41099.864743,2002,13281.784228
40217.038355,2002,13284.175567
39846.63027,2002,13286.595516
38071.022334,2002,13328.686336
39730.08222,2002,13331.091202
41026.141567,2002,13333.492115
41029.272553,2002,13335.891191
41032.645805,2002,13338.314409
40979.787062,2002,13340.725379
38141.461663,2002,13343.135471
40784.269481,2002,13345.537219
39597.26784,2002,13347.945347
38598.134524,2002,13350.350812
40934.414283,2002,13352.756464
41089.268343,2002,13355.159138
40404.939168,2002,13357.56006
39969.506736,2002,13359.981884
40244.317057,2002,13362.397475
39072.687561,2002,13364.804224
40079.588785,2002,13367.221233
39599.248248,2002,13369.61816
40237.727491,2002,13372.022598
36429.399429,2002,13374.479363
39743.832395,2002,13376.879367
40247.801358,2002,13379.292821
38900.158826,2002,13381.714972
40818.742939,2002,13384.141105
41191.423046,2002,13386.53531
41288.658363,2002,13388.93897
40545.327921,2002,13391.338107
41240.736852,2002,13393.743454
41266.644033,2002,13396.167645
41313.492142,2002,13398.574428
41247.073527,2002,13400.98202
41167.408682,2002,13403.383044
41308.921009,2002,13405.782423
41264.462518,2002,13408.18801
41215.1416,2002,13410.582344
36726.797056,2002,13412.985378
41155.074451,2002,13415.384425
38428.67025,2002,13417.781242
40313.214742,2002,13420.176357
41239.747596,2002,13422.579804
39497.153857,2002,13424.96908
40215.048609,2002,13427.370365
41183.230257,2002,13429.765088
40198.914745,2002,13432.165084
41199.014233,2002,13433.642823
41373.449096,2002,13436.053282
40373.463903,2002,13438.459834
39632.118927,2002,13440.85999
41101.939843,2002,13443.26014
39932.69445,2002,13445.669063
39303.757353,2002,13448.077271
39737.160022,2002,13450.482917
38939.979042,2002,13452.884872
40026.753245,2002,13455.28498
41064.906151,2002,13457.689918
38311.013478,2002,13460.092733
40797.994704,2002,13462.497207
39758.841878,2002,13464.904306
39969.956282,2002,13467.311544
41219.227644,2002,13469.729261
41271.553213,2002,13472.125517
41212.273101,2002,13474.527581
40390.667139,2002,13476.935024
41190.105678,2002,13479.355118
41081.594547,2002,13481.769835
41028.819093,2002,13484.198388
40736.199787,2002,13486.606178
37636.581068,2002,13489.010101
41237.864266,2002,13491.413394
41259.208876,2002,13493.832365
38418.573048,2002,13496.240048
40262.44357,2002,13498.652376
38296.259162,2002,13501.091499
41202.212765,2002,13503.508113
40046.340852,2002,13505.920076
40670.236384,2002,13508.316871
38871.782518,2002,13510.711057
39502.110125,2002,13513.102993
41081.167236,2002,13515.495499
40702.380965,2002,13517.900245
39936.866218,2002,13520.292629
41361.012911,2002,13522.695055
39752.78726,2002,13525.109888
41070.701503,2002,13527.509686
38123.979334,2002,13529.911158
41250.372647,2002,13532.311743
41258.240107,2002,13534.716904
40179.922152,2002,13537.124969
41326.352675,2002,13539.524432
41287.024566,2002,13541.011515
40666.714695,2002,13543.415284
39703.770897,2002,13545.815214
40473.168741,2002,13548.219173
41177.096638,2002,13550.629306
40421.75565,2002,13553.034905
31848.648166,2002,13555.433561
38707.215275,2002,13557.841774
37290.875563,2002,13560.241326
38863.794204,2002,13562.63666
40667.433619,2002,13565.03899
38193.371375,2002,13567.442126
41024.146205,2002,13569.843194
36269.049947,2002,13572.205446
41046.1616,2002,13574.568476
39580.237532,2002,13576.930526
40105.569592,2002,13579.302496
39837.561122,2002,13581.699355
40804.343999,2002,13584.090608
40955.419578,2002,13586.452356
39344.842328,2002,13588.820264
40455.903704,2002,13591.186485
41257.039753,2002,13593.565134
41209.819904,2002,13595.937602
41229.073844,2002,13598.309186
40523.732589,2002,13600.701194
39611.106922,2002,13603.066127
41119.177354,2002,13605.433683
41098.692283,2002,13607.803745
39693.079312,2002,13610.191027
41176.811136,2002,13612.566039
39300.544293,2002,13614.948144
40412.054878,2002,13617.312901
39934.377879,2002,13619.692842
38895.163006,2002,13622.059096
38731.391167,2002,13624.421912
40426.440056,2002,13626.777981
40719.641868,2002,13629.143467
39540.554476,2002,13631.512545
40120.147682,2002,13633.877246
36201.218952,2002,13636.236335
39207.102172,2002,13638.599265
40131.555243,2002,13640.962595
41169.145478,2002,13643.326517
39927.821274,2002,13644.784507
38242.1646,2002,13647.154871
40202.474594,2002,13649.514005
39738.023521,2002,13651.873609
41067.925297,2002,13654.241236
41179.597293,2002,13656.604634
38946.659293,2002,13658.97886
34721.193059,2002,13661.344715
16030.165446,1330,13663.230319
37599.095167,2002,13665.586291
39880.867955,2002,13667.944477
40536.679638,2002,13670.300076
20787.391137,1989,13672.639973
30078.48288,2002,13674.998922
39551.489771,2002,13677.353482
35567.524313,2002,13679.715709
36049.796314,2002,13682.079588
36815.516023,2002,13684.436497
41099.453032,2002,13686.796015
21666.136048,2002,13689.151161
41125.037204,2002,13691.510354
39949.286992,2002,13693.862564
34295.164414,2002,13696.217815
28191.049963,2002,13698.56922
40485.853777,2002,13700.931279
39694.198448,2002,13703.285553
37619.308009,2002,13705.639087
37215.298569,2002,13707.987117
41065.950482,2002,13710.347146
41213.602844,2002,13712.717895
38078.625985,2002,13714.187049
41300.635675,2002,13716.552919
41003.736688,2002,13718.912167
41277.739659,2002,13721.269135
40890.202546,2002,13723.628636
41369.22099,2002,13725.98897
39034.13018,2002,13728.34819
39961.1139,2002,13730.711765
40342.358332,2002,13733.061058
41276.882197,2002,13735.420033
37297.709252,2002,13737.778513
39253.807322,2002,13740.144747
38467.991922,2002,13742.51046
39521.707207,2002,13744.858219
41161.489213,2002,13747.219578
37723.487075,2002,13749.564853
40514.996813,2002,13751.921332
40272.295028,2002,13754.274354
41312.954135,2002,13756.643283
41245.186565,2002,13758.997723
40538.590885,2002,13761.385814
35986.866104,2002,13763.740079
39815.679755,2002,13766.095258
40046.742456,2002,13768.440389
41276.243061,2002,13770.792682
39398.234374,2002,13773.245225
41255.764997,2002,13775.598929
39721.876517,2002,13777.963058
39446.94147,2002,13780.313967
40448.886108,2002,13782.680112
39649.709414,2002,13785.02983
41066.488195,2002,13787.381824
39927.005824,2002,13789.736355
40469.272398,2002,13792.096619
38804.055308,2002,13794.447627
37221.963354,2002,13796.799095
40567.432269,2002,13799.154662
40367.071001,2002,13801.534129
38399.036717,2002,13803.885254
39613.927604,2002,13806.313245
39320.012898,2002,13808.664805
40976.26772,2002,13811.016515
40329.47169,2002,13813.377303
41187.421994,2002,13815.736124
39766.227299,2002,13817.206675
40282.416236,2002,13819.568314
40300.863976,2002,13821.926342
39927.621897,2002,13824.286737
40190.608211,2002,13826.644075
41061.81004,2002,13829.001243
39596.975515,2002,13831.347993
41103.135775,2002,13833.701499
41112.78299,2002,13836.064825
37541.481975,2002,13838.423249
37997.005807,2002,13840.787149
37430.39962,2002,13843.147337
40963.645715,2002,13845.505436
30746.368216,2002,13847.862206
40024.482246,2002,13850.223057
37184.579215,2002,13852.588784
38688.194884,2002,13854.947941
33846.215053,2002,13857.306893
38762.909974,2002,13859.672952
40301.607052,2002,13862.03486
35678.20379,2002,13864.392446
34682.057031,2002,13866.743463
36052.208765,2002,13869.100167
38460.500535,2002,13871.447734
40641.511725,2002,13873.809157
41043.721462,2002,13876.163741
38025.891903,2002,13878.512643
40560.04183,2002,13880.87929
41345.773625,2002,13883.254549
39978.130415,2002,13885.607146
40068.835402,2002,13887.962231
41117.089298,2002,13890.318954
39768.562082,2002,13892.676316
41278.65285,2002,13895.085245
40051.34582,2002,13897.475861
40167.027109,2002,13899.849238
39332.502365,2002,13902.216206
40794.923485,2002,13904.590117
41285.889176,2002,13906.982063
41293.693475,2002,13909.350731
39942.386651,2002,13911.721023
31011.786268,2002,13914.096933
39982.212593,2002,13916.462051
29735.739832,2002,13944.099648
37320.943237,2002,13946.457172
39305.56552,2002,13948.80914
39954.950407,2002,13951.160351
32677.956993,2002,13953.517274
41231.119899,2002,13955.881697
41192.013409,2002,13958.239386
33393.052566,2002,13960.619808
39710.86107,2002,13962.978207
29761.06739,2002,13965.344548
34889.771149,2002,13967.714923
36975.329472,2002,13970.08104
38223.743583,2002,13972.460336
34419.414393,2002,13974.828683
37211.656614,2002,13977.195199
37617.800548,2002,13979.574055
37555.160554,2002,13981.937333
40056.143247,2002,13984.318696
38922.445028,2002,13986.695623
39066.860884,2002,13989.066617
41168.854488,2002,13991.434526
39133.973849,2002,13993.812604
41117.239831,2002,13996.180653
40904.392408,2002,13998.545255
39845.691483,2002,14000.918113
37017.061594,2002,14003.278647
40914.773433,2002,14005.660604
38862.313843,2002,14008.033719
41195.301837,2002,14010.393374
39423.575887,2002,14012.754048
41316.098831,2002,14015.141049
39454.87339,2002,14017.525818
41289.301493,2002,14019.895424
40353.901098,2002,14022.268636
40135.184194,2002,14024.633731
41129.87847,2002,14027.013973
39581.347788,2002,14029.376047
41069.051447,2002,14031.738077
40215.031823,2002,14034.108287
41050.928647,2002,14036.467835
40176.794272,2002,14038.83672
41060.644019,2002,14041.205105
38884.337908,2002,14043.566721
39283.147654,2002,14045.926687
38798.83292,2002,14047.390532
40841.486321,2002,14049.78423
38518.003664,2002,14052.155502
40679.118566,2002,14054.518561
41283.225,2002,14056.885553
39543.4824,2002,14059.252303
41166.510996,2002,14061.629874
39170.116886,2002,14064.008146
39103.36411,2002,14066.372177
40004.749488,2002,14068.736562
40277.365981,2002,14071.103827
41088.119758,2002,14073.462457
39934.855986,2002,14075.829511
41107.658143,2002,14078.222795
39538.503902,2002,14080.620861
39752.16005,2002,14083.043743
38767.063928,2002,14085.436841
39629.097715,2002,14087.840702
39737.873331,2002,14090.250001
38828.490491,2002,14092.657188
30923.054157,2002,14095.055151
39699.825912,2002,14097.459417
39802.073763,2002,14099.852038
39105.177263,2002,14102.243991
40521.543078,2002,14104.637428
38749.064777,2002,14107.034159
40171.055241,2002,14109.434339
41067.037826,2002,14111.827739
38748.031122,2002,14114.233115
38683.077733,2002,14116.6409
40853.992833,2002,14119.039687
40859.481822,2002,14121.436441
37075.196546,2002,14123.8382
37861.433251,2002,14126.409627
36615.219236,2002,14128.807762
36991.307482,2002,14131.201233
30964.230988,2002,14133.592788
38996.038166,2002,14135.983249
36367.816424,2002,14138.377372
37928.934238,2002,14140.804318
39785.058217,2002,14143.20654
38317.671739,2002,14145.597938
40377.56874,2002,14147.985339
38733.041518,2002,14150.379023
40832.072237,2002,14152.771017
39846.021776,2002,14154.260095
38855.419628,2002,14156.656425
40068.487897,2002,14159.049667
36135.033159,2002,14161.447632
41041.10507,2002,14163.837393
39991.928096,2002,14166.243312
41279.39393,2002,14168.669655
38736.678851,2002,14171.054009
38104.097452,2002,14173.449662
40830.983776,2002,14175.846329
40086.642534,2002,14178.249935
39533.822961,2002,14180.651018
40693.70191,2002,14183.054357
39550.59909,2002,14185.453502
40968.528305,2002,14187.862224
38522.701427,2002,14190.258651
40981.880216,2002,14192.652817
41007.09514,2002,14195.05047
39671.778049,2002,14197.456681
39845.770496,2002,14199.86055
41107.270697,2002,14202.257107
40660.449557,2002,14204.653974
40315.155358,2002,14207.047008
40041.377986,2002,14209.447465
41181.192229,2002,14211.862164
40585.425544,2002,14214.265517
40123.363393,2002,14216.66792
38754.361435,2002,14219.06972
41125.317711,2002,14221.484712
38723.687685,2002,14223.877349
41146.796393,2002,14226.278781
38519.35456,2002,14228.679935
41065.745095,2002,14231.089184
40438.591314,2002,14233.486498
41160.134285,2002,14235.880425
39849.969983,2002,14238.278178
41309.324306,2002,14240.72841
41266.899712,2002,14243.127358
40425.135336,2002,14245.522386
39643.184945,2002,14247.919326
40009.861719,2002,14250.490174
40202.826934,2002,14252.881577
39537.169434,2002,14255.275385
41285.247585,2002,14257.655341
40098.887637,2002,14259.147449
40702.6415,2002,14261.555495
41328.237896,2002,14263.952891
41280.773645,2002,14266.348449
39959.359994,2002,14268.757143
40023.593224,2002,14271.154256
41402.218036,2002,14273.555559
39990.417874,2002,14275.949316
40490.785901,2002,14278.343587
39919.684358,2002,14280.734062
41389.06202,2002,14283.125695
41313.62255,2002,14285.527745
41366.847917,2002,14287.935383
41309.262436,2002,14290.338475
39679.627678,2002,14292.738285
41240.254149,2002,14295.145055
39770.854071,2002,14297.538812
39263.831982,2002,14299.939626
41310.905789,2002,14302.346053
41279.366504,2002,14304.737876
40431.344531,2002,14307.132339
41323.750564,2002,14309.498958
39094.082218,2002,14311.853816
40200.907522,2002,14314.210923
39045.602308,2002,14316.575015
40365.375313,2002,14318.946441
40082.922751,2002,14321.303065
38967.97638,2002,14323.679255
38179.385809,2002,14326.041791
40927.540874,2002,14328.398106
40958.957695,2002,14330.764772
38434.538926,2002,14333.128372
40971.294726,2002,14335.501859
40923.983407,2002,14337.866785
40166.199013,2002,14340.225154
38947.162932,2002,14342.584285
41068.665018,2002,14344.949848
39555.886638,2002,14347.309025
41052.456442,2002,14349.672819
40979.655833,2002,14352.05795
41061.295934,2002,14354.412999
38656.26906,2002,14356.777456
36880.408835,2002,14359.151994
39880.212996,2002,14361.514134
40896.957916,2002,14363.867543
41107.356252,2002,14365.329254
39860.463898,2002,14367.688998
40009.391358,2002,14370.054616
41136.943548,2002,14372.432033
39070.507498,2002,14374.799484
41098.708075,2002,14377.166429
39622.262119,2002,14379.552882
40033.300841,2002,14381.953955
40449.007581,2002,14384.321473
40504.512595,2002,14386.69149
41247.844221,2002,14389.070587
40062.136383,2002,14391.446285
40532.77818,2002,14393.819476
39172.47894,2002,14396.183088
40890.982563,2002,14398.544766
39845.073877,2002,14400.91599
41178.943916,2002,14403.282092
40082.410484,2002,14405.656317
41257.181261,2002,14408.045996
41188.259162,2002,14410.442293
41259.717576,2002,14412.813324
41205.58235,2002,14415.178116
40318.903539,2002,14417.542327
39364.965272,2002,14419.906226
41158.723824,2002,14422.26581
40305.349385,2002,14424.684252
41339.762808,2002,14427.055042
39374.846126,2002,14429.419468
41307.011863,2002,14431.869322
39698.320362,2002,14434.237116
39735.124567,2002,14436.603034
39371.993406,2002,14438.976602
41344.557747,2002,14441.388065
40731.725348,2002,14443.75025
40576.268892,2002,14446.110879
39382.583283,2002,14448.489455
38987.351916,2002,14450.900964
39280.469138,2002,14453.317281
38965.548229,2002,14455.905395
41245.774938,2002,14458.339987
38277.866486,2002,14460.70978
41168.001974,2002,14463.070967
40805.389396,2002,14465.436345
41205.481148,2002,14467.827928
40655.790983,2002,14469.301316
40455.353761,2002,14471.66766
41212.501442,2002,14474.048064
40303.916045,2002,14476.44164
40051.331187,2002,14478.806391
41283.403137,2002,14481.169155
41273.904283,2002,14483.557482
41306.583144,2002,14485.923671
39328.794197,2002,14488.296702
41268.855429,2002,14490.663875
39796.818459,2002,14493.032632
41305.024742,2002,14495.415723
41249.821402,2002,14497.787461
41201.474591,2002,14500.17342
41081.114795,2002,14502.5508
41127.206252,2002,14504.914266
38633.503724,2002,14507.274759
41223.905305,2002,14509.636444
41190.562068,2002,14512.004262
41023.656056,2002,14514.372043
41232.386665,2002,14516.739773
40250.583581,2002,14519.11239
41208.682155,2002,14521.490709
40848.069512,2002,14523.94324
41122.671088,2002,14526.313506
41038.407561,2002,14528.692443
41020.084275,2002,14531.069844
39286.751605,2002,14533.439227
41222.016102,2002,14575.61723
41180.410008,2002,14577.976616
41180.477295,2002,14580.331985
39408.751189,2002,14582.686309
41177.721112,2002,14585.050984
39857.491197,2002,14587.412565
39341.551078,2002,14589.777817
40059.265943,2002,14592.142648
39911.078765,2002,14594.507612
40185.225981,2002,14596.872885
40351.073835,2002,14599.247944
41251.909601,2002,14601.627387
39666.112284,2002,14603.997668
41228.635843,2002,14606.369462
39041.442921,2002,14608.736501
39817.242908,2002,14611.101779
40108.252923,2002,14613.475066
39515.424873,2002,14615.845497
41218.090525,2002,14618.223871
40493.97333,2002,14620.599428
38938.092134,2002,14622.975444
40959.075608,2002,14625.347966
36280.923827,2002,14627.726621
39845.279677,2002,14630.101435
39181.908635,2002,14632.475389
39033.030638,2002,14634.852331
38987.02919,2002,14637.236355
39193.394424,2002,14639.61553
40283.836655,2002,14641.988074
41196.342151,2002,14644.384129
40265.287236,2002,14646.776462
41072.603224,2002,14649.148845
40199.334489,2002,14651.52768
39895.49854,2002,14653.899803
40364.170329,2002,14656.270672
40442.171306,2002,14658.650426
40246.848704,2002,14661.043086
39915.397481,2002,14663.419157
41094.835758,2002,14665.794546
39833.299144,2002,14668.164247
39481.545369,2002,14670.53275
41152.546616,2002,14672.90692
41063.538417,2002,14675.279386
41167.711263,2002,14677.653333
38514.859845,2002,14679.122711
38614.698065,2002,14681.529035
40650.478054,2002,14683.909745
39820.337296,2002,14686.282926
38178.420981,2002,14688.667812
37369.93487,2002,14691.040814
37375.445619,2002,14693.422369
37845.21043,2002,14695.809445
37843.482414,2002,14698.193224
41023.852963,2002,14700.571634
41100.330888,2002,14702.944403
39125.596846,2002,14705.330622
40516.000441,2002,14707.717232
39468.802688,2002,14710.095108
39997.843525,2002,14712.477864
40067.250756,2002,14714.851058
41214.962675,2002,14717.23351
41193.460947,2002,14719.606336
39646.987129,2002,14721.985388
40943.045459,2002,14724.393176
41091.828716,2002,14726.791142
41136.123943,2002,14729.172185
38347.446318,2002,14731.548849
40539.55158,2002,14733.923251
41146.266518,2002,14736.304285
41253.191129,2002,14738.686558
39872.119493,2002,14741.073225
39704.942423,2002,14743.44789
40151.92337,2002,14745.827202
41324.09336,2002,14748.206795
41365.638982,2002,14750.581155
39871.96378,2002,14752.959428
41277.553218,2002,14755.335332
41340.377764,2002,14757.710093
39858.10266,2002,14760.075898
41135.273484,2002,14762.458439
39097.520305,2002,14764.867919
38607.715789,2002,14767.246525
39617.638842,2002,14769.623785
41217.087124,2002,14772.003972
41278.373105,2002,14774.372365
39333.223456,2002,14776.746704
40705.006682,2002,14779.124676
41191.231353,2002,14781.500667
40263.912489,2002,14783.874557
37369.789886,2002,14785.343082
41132.214005,2002,14787.723223
40127.821231,2002,14790.100934
41037.676636,2002,14792.471128
40520.316362,2002,14794.845496
39531.94456,2002,14797.221747
40377.094103,2002,14799.604389
41018.780632,2002,14801.975291
39729.081214,2002,14804.344262
40302.399077,2002,14806.709429
39937.281917,2002,14809.087119
39205.599321,2002,14811.46836
40792.282535,2002,14813.841396
41042.738726,2002,14816.212219
40868.987869,2002,14818.579844
41048.004495,2002,14820.956717
39555.008591,2002,14823.33469
41176.311003,2002,14825.709954
40704.492345,2002,14828.089823
39911.720099,2002,14830.458306
39665.192378,2002,14832.82836
39413.135833,2002,14835.19546
41285.345308,2002,14837.564476
39794.337827,2002,14839.935639
38600.082557,2002,14842.308415
39814.250899,2002,14844.683387
39202.245749,2002,14847.058547
39780.209384,2002,14849.432633
39592.109992,2002,14851.797422
41018.693926,2002,14854.166838
40208.599693,2002,14856.535855
40076.364914,2002,14858.915077
41108.806114,2002,14861.284947
40130.378153,2002,14863.67228
41198.085385,2002,14866.045647
41252.713169,2002,14868.425617
41303.654281,2002,14870.793985
36153.709324,2002,14873.165879
41124.144765,2002,14875.540264
41128.463714,2002,14877.904707
41131.364516,2002,14880.279228
38474.483501,2002,14882.66265
41214.092645,2002,14885.037376
39358.582859,2002,14887.412662
39735.839144,2002,14888.878689
40321.045795,2002,14891.251271
38505.592427,2002,14893.622981
39553.977179,2002,14896.003102
41124.364057,2002,14898.378901
35600.670537,2002,14900.753671
41172.656389,2002,14903.126959
33464.157913,2002,14905.497267
40412.627497,2002,14907.867001
38590.079752,2002,14910.230295
41138.888331,2002,14912.601516
41171.355493,2002,14914.964054
37316.903128,2002,14917.340763
39672.320997,2002,14919.730667
40938.439345,2002,14922.109835
39496.568112,2002,14924.477838
41208.52473,2002,14926.853768
40062.109064,2002,14929.232265
39979.516122,2002,14931.600778
41165.877907,2002,14933.971863
39676.965254,2002,14936.346915
38651.945474,2002,14938.720377
39140.432869,2002,14941.093494
40054.016673,2002,14943.481791
39259.642172,2002,14945.864707
39146.894499,2002,14948.239609
39184.265011,2002,14950.614392
41109.935621,2002,14952.986558
40895.744747,2002,14955.35213
40634.956987,2002,14957.717871
39373.867491,2002,14960.085027
39815.194822,2002,14962.450614
38987.172531,2002,14964.819611
41078.896626,2002,14967.184435
40305.908187,2002,14969.549865
32152.742053,2002,14971.927417
37575.642424,2002,14974.293391
41074.825241,2002,14976.659467
39911.50612,2002,14979.042344
38905.319198,2002,14981.447687
39250.292343,2002,14983.816514
38747.313997,2002,14986.18609
38006.942505,2002,14988.554271
38240.772974,2002,14990.921492
41169.771592,2002,14993.2884
37557.562432,2002,14994.739147
40493.795823,2002,14997.103683
38702.193216,2002,14999.487935
40764.240099,2002,15001.861475
41045.742212,2002,15004.238456
40490.056183,2002,15006.613776
6156.087863,690,15008.059743
31901.711126,2002,15010.423474
30561.08436,2002,15012.78958
32652.431571,2002,15015.157017
32158.531432,2002,15017.520777
31536.566526,2002,15019.878565
-1032.599221,352,15020.158501
33136.516306,2002,15022.519329
31030.739174,2002,15024.882174
33150.0083,2002,15027.242835
35227.738151,2002,15029.6151
786.7272,422,15029.939036
32044.313702,2002,15032.305655
31190.105768,2002,15034.674623
-758.690352,324,15034.928275
2825.085289,380,15035.221059
34306.835614,2002,15037.588754
35376.009856,2002,15039.949053
34384.512743,2002,15042.312576
37026.780663,2002,15044.676738
35675.475889,2002,15047.048198
31799.592052,2002,15049.412278
33591.790283,2002,15051.781213
33925.498114,2002,15054.144782
31952.623778,2002,15056.510263
30561.406617,2002,15058.877712
32547.285264,2002,15061.284467
35650.733818,2002,15063.65655
35568.564772,2002,15066.019674
35298.506567,2002,15068.381888
38765.695705,2002,15070.745547
37682.539012,2002,15073.110727
41154.108305,2002,15075.472493
41115.468583,2002,15077.838043
39370.374814,2002,15080.207735
38332.887167,2002,15082.579553
39517.766276,2002,15084.947148
