#{"t_start": 1607735214.9873712, "env_id": null}
r,l,t
-5012.380315,530,624.038752
-5760.545526,1105,625.783469
-4811.169496,730,626.357608
-8384.041099,1064,628.071409
-2546.518822,629,628.557589
-3548.892036,639,629.041305
-8780.204295,1024,630.733484
-12810.873355,1730,632.949313
-2824.259245,509,633.348089
-5101.182076,531,633.752656
-5494.333289,452,634.101094
-2962.333059,355,634.381699
-2840.476269,364,635.598674
-2478.011127,409,635.918192
-4126.047833,339,636.217923
-7054.841913,549,636.64528
-2338.850858,487,637.019486
-4683.048003,570,638.381572
-9170.869726,832,639.005499
-1570.171029,483,639.376413
-2872.501902,462,640.667257
-2714.433906,832,641.338224
-2890.589225,362,641.62994
-6892.035069,1422,643.601061
-9295.791734,1306,645.481858
-5086.41135,546,645.908261
-4423.898775,716,646.473095
-4665.274373,678,646.989965
-9506.268474,933,648.631032
-5259.408803,904,649.304186
-4398.191746,415,650.554683
-3789.821163,414,650.887
-2367.306108,617,651.36469
-5772.753153,940,653.001491
-7073.457244,543,653.423364
-7695.140829,762,653.994208
-4660.51586,571,654.427773
-4745.794226,797,664.40986
-9088.618507,1330,666.320303
-5829.261232,799,666.93931
-3002.832961,404,667.255876
-5130.03772,628,667.741836
-3808.776648,549,669.096301
-2910.213187,398,669.407531
-4994.385152,530,669.815579
-5909.512818,719,671.276637
-8978.593965,1271,672.229242
-6886.790803,779,673.728959
-8808.314053,1517,674.861858
-9543.073299,985,676.524679
-5183.982323,526,676.927716
-3116.387299,740,677.484166
-3482.445095,327,678.657626
-9897.234605,1379,679.696834
-4640.588119,486,680.073997
-9387.22244,881,681.662416
-3334.704734,868,682.317142
-7331.092558,1287,684.206231
-6287.661414,1272,686.070704
-2822.236522,392,686.388114
-3187.450375,650,686.880139
-2996.277501,492,687.260943
-4348.389626,1082,689.001031
-10021.226059,2002,691.400978
-4632.194832,981,692.133252
-4111.955183,898,693.737147
-1218.948421,428,694.07071
-4174.723739,716,694.611735
-7427.30753,1600,696.720644
-3351.624493,828,697.344014
-9655.901502,1477,699.360213
-4041.522001,647,699.857022
-5245.451524,1337,701.772454
-5282.096343,1331,703.688116
-9079.579348,2002,706.092359
-5908.711248,2002,708.486983
-13134.240587,2002,710.883234
-11153.223725,2002,713.280563
-8861.268924,1464,714.360555
-6551.390311,799,715.894194
-5439.842817,955,716.606773
-2559.647023,1012,718.289691
-2370.099909,527,718.696548
-2581.820114,628,719.173527
-4121.820286,952,720.815456
-4715.665775,1199,721.703316
-1918.852716,271,721.924415
-4173.931864,1221,723.76048
-4726.24368,918,725.379574
-7265.428568,1840,726.745007
-3886.788638,781,728.260253
-3235.490152,621,728.73287
-8245.581067,1286,730.615047
-3470.904993,580,731.058845
-7157.911394,1244,732.911171
-7685.792951,1911,735.241197
-8845.062135,1623,736.441794
-7214.91827,1656,738.590753
-6701.582996,1209,740.418802
-6060.548846,875,741.080631
-2893.80745,341,741.351037
-5758.77408,1333,743.26322
-6903.450246,2002,745.665985
-7871.445559,2002,748.068805
-8859.347358,1789,750.316937
-7268.614654,2002,752.717921
-2946.091291,457,753.07205
-10336.463183,2002,755.476458
-2285.929824,545,755.894606
-4842.114449,2002,758.293014
-1278.639878,2002,760.691687
-3561.627564,1604,762.800934
-1512.743871,495,763.182091
-5364.564083,2002,765.577884
-2028.835419,616,766.969512
-2472.375784,640,767.463614
-1537.466032,735,768.016182
-4117.245878,2002,770.422407
-1418.966937,942,772.064255
-8484.24049,1678,773.301708
-2979.808602,2002,775.709067
-407.343313,863,777.285763
-1203.075645,453,777.634801
-2418.618019,899,779.22492
130.8512,443,779.579022
-1113.725001,1466,780.670738
-315.323888,1439,782.66221
-1042.666117,794,784.180841
-1033.176453,989,784.924858
823.426998,648,785.418583
-2293.082793,546,786.763628
-618.20353,599,787.218099
-3210.1279,2002,789.614066
-1737.93081,508,790.006451
-817.333934,1116,791.76182
-3888.439225,1430,792.810192
-1182.214848,592,794.191196
-342.977153,416,794.515169
-2154.92932,589,794.963645
1504.165935,2002,797.361579
-1604.453862,576,797.799996
-868.255657,329,798.986491
-733.06793,458,799.346862
-2737.664129,634,799.826962
-2065.218013,416,800.150815
387.350967,580,801.523407
492.220494,360,801.814968
-1751.700402,436,802.160331
-438.137538,497,802.553757
-2675.583389,1175,804.352549
-995.790104,514,804.745789
-1210.476162,653,805.240734
408.458278,1499,807.271317
-287.741249,749,807.834917
-3781.372315,2002,810.227163
-1494.51199,1501,812.261955
-3693.41852,947,813.897299
212.940448,1091,814.707334
-1998.390882,1808,816.96017
-269.622527,2002,819.358942
2475.923187,1937,821.731585
-980.626706,741,822.287705
-2552.585461,1133,824.055718
-2071.575346,2002,826.454786
-6846.802622,2002,828.855396
1615.144271,2002,831.248735
-4665.307359,2002,833.637919
195.80938,2002,836.032093
7836.813898,2002,838.422046
-1639.696415,2002,840.809263
58.953039,2002,843.198489
-4538.490208,2002,845.594599
-3161.127026,2002,847.993433
-2720.741101,2002,850.413928
-5531.165325,2002,852.820065
6952.587732,2002,855.213659
1632.532589,2002,857.601982
3184.170718,2002,859.999469
11548.353521,2002,862.384395
1232.309528,2002,864.773372
-3047.12449,2002,866.251437
5555.159056,2002,868.661336
14873.769656,2002,871.077023
-2719.249058,2002,873.477657
2555.185867,2002,875.871519
8914.587033,2002,878.274864
9362.437393,2002,880.668396
14214.233632,2002,883.060164
1751.707948,2002,885.460183
3161.738797,2002,887.861577
8224.260488,2002,890.258439
152.086171,2002,892.652465
4426.155165,2002,895.039906
14789.215641,2002,897.430674
8263.126666,2002,899.836703
6764.675774,2002,902.232439
6025.761594,1893,904.544173
6770.654368,2002,906.942053
8738.328946,2002,909.333678
11483.272383,2002,911.729396
4208.889248,2002,914.129595
1676.374044,2002,916.517435
-6000.257947,2002,918.905991
16265.18329,2002,921.301908
9698.045325,2002,923.690457
12914.313485,2002,926.085313
9188.984452,2002,928.477191
13265.347955,2002,930.869301
271.89983,2002,933.265289
16518.541659,2002,935.657625
8534.818766,2002,938.042377
6668.947671,2002,940.43453
15156.110136,2002,942.822873
-18.710073,2002,945.206312
9199.557485,2002,947.595451
4709.255419,2002,949.98329
3767.225427,2002,952.375405
2159.467049,2002,954.761906
-1604.925887,2002,957.151694
1630.753023,2002,959.536304
17859.528755,2002,961.936909
17365.10189,2002,964.326063
16093.519429,2002,965.800837
7507.546138,2002,968.193456
10679.574514,2002,970.588072
22464.881584,2002,972.97639
7043.521972,2002,975.370317
15019.705203,2002,977.761319
16075.780734,2002,980.160838
14099.643661,2002,982.552258
9087.672878,2002,984.952686
19271.331874,2002,987.34233
15518.294862,2002,989.731838
4847.228034,2002,992.12704
9258.129079,2002,994.518958
6551.27857,2002,996.910297
3490.068131,2002,999.304516
-3611.659501,2002,1001.707162
-24.701321,2002,1004.094397
5346.54075,2002,1006.487713
609.919095,2002,1008.876555
-1986.026433,2002,1011.273084
10833.684906,2002,1013.665556
5325.58728,2002,1016.074534
9688.445923,2002,1018.466286
2252.5754,2002,1020.865705
25457.357052,2002,1023.258532
13073.24833,2002,1025.656438
20856.956718,2002,1028.054731
17631.248407,2002,1030.445728
19588.472704,2002,1032.840777
16196.5157,2002,1035.246133
24389.467356,2002,1037.642305
19239.519593,2002,1040.057455
26660.208148,2002,1042.454993
21631.451851,2002,1044.850101
11868.199671,2002,1047.239459
29025.451288,2002,1049.635965
25305.962758,2002,1052.028102
21515.873468,2002,1054.420701
22631.317052,2002,1056.819662
15926.047718,2002,1059.216084
19072.981541,2002,1061.624382
15528.804077,2002,1064.032589
27824.862481,2002,1066.441449
17823.67567,2002,1068.828206
8521.098487,2002,1071.245589
7166.913572,2002,1072.732022
21827.449128,2002,1075.12468
15249.108001,2002,1077.520396
21396.119746,2002,1079.912791
18792.560665,2002,1082.301703
5481.809794,2002,1084.698714
-1466.136148,2002,1087.098953
12761.894079,2002,1089.495291
17883.521532,2002,1091.891132
21564.547245,2002,1094.284185
21223.206174,2002,1096.682001
13889.663972,2002,1099.070901
16759.962348,2002,1101.468405
10021.121001,2002,1103.867639
20238.978683,2002,1106.267853
4670.258506,2002,1108.662641
24598.414213,2002,1111.062657
21024.028043,2002,1113.456054
28740.64052,2002,1115.853882
22141.550544,2002,1118.242831
22792.179178,2002,1120.643626
19360.818867,2002,1123.04178
22552.638198,2002,1125.433342
20586.587268,2002,1127.837833
15273.376425,2002,1130.228199
18398.385493,2002,1132.625845
21210.211641,2002,1135.02472
13372.428963,2002,1137.433689
23170.432207,2002,1139.833447
24438.737297,2002,1142.227064
23972.361063,2002,1144.637954
18778.057705,2002,1147.032605
25302.96994,2002,1149.428669
25505.957781,2002,1151.829299
24471.823422,2002,1154.215038
15221.937912,2002,1156.606336
26510.229093,2002,1158.990602
25480.663578,2002,1161.395147
16533.209948,2002,1163.789129
11128.244611,2002,1166.181029
13128.935899,2002,1168.570722
30124.064436,2002,1170.964287
1429.012567,2002,1173.349761
5179.192952,2002,1175.744621
19963.622868,2002,1177.232552
4304.413278,2002,1179.664923
16360.61682,2002,1182.057732
3535.86785,2002,1184.478662
26467.358272,2002,1186.888173
25040.945688,2002,1189.290158
27802.415864,2002,1191.687829
33022.256467,2002,1194.08357
29170.08962,2002,1196.489165
26949.626648,2002,1198.883562
27218.648326,2002,1201.286705
32636.313886,2002,1203.679792
31237.120197,2002,1206.074122
31378.920259,2002,1208.468715
29365.419096,2002,1210.862462
22617.852989,2002,1213.267514
17367.335779,2002,1215.659554
31769.203965,2002,1218.054789
19748.79797,2002,1220.447065
32672.728624,2002,1222.846652
30229.117057,2002,1225.247941
28508.560102,2002,1227.648292
17378.523298,2002,1230.049579
28420.955708,2002,1232.446373
27465.026052,2002,1234.84018
30756.28272,2002,1237.240917
27528.765192,2002,1239.640007
31630.036719,2002,1242.033677
29839.608637,2002,1244.426076
31537.539722,2002,1246.822979
28801.610784,2002,1249.212512
29208.112003,2002,1251.605769
36609.127355,2002,1254.001204
30062.043809,2002,1256.400384
36083.692589,2002,1258.80081
21808.125899,2002,1300.92892
23141.484299,2002,1303.32242
23229.968794,2002,1305.719946
28263.236465,2002,1308.119247
25729.568867,2002,1310.506263
29100.340076,2002,1312.895254
33680.49485,2002,1315.284092
33091.863265,2002,1317.67178
30293.648101,2002,1320.072958
33480.621889,2002,1322.468004
26674.365626,2002,1324.86219
32189.505721,2002,1327.254077
32823.602142,2002,1329.644851
28402.841149,2002,1332.039983
6921.496911,2002,1334.434966
29083.335325,2002,1336.823074
31313.448354,2002,1339.219971
30773.083807,2002,1341.630902
23512.727216,2002,1344.021829
28477.355009,2002,1346.413434
35756.545734,2002,1348.808316
34484.600658,2002,1351.200249
22786.102705,2002,1353.591626
20344.719002,2002,1355.982577
17831.153665,2002,1358.369557
25745.791305,2002,1360.773543
34036.043085,2002,1363.167545
16302.629616,2002,1365.59048
30988.214754,2002,1368.010732
19699.146031,2002,1370.41035
29248.100461,2002,1372.809861
30675.083755,2002,1375.203305
34466.039483,2002,1377.603962
27817.212596,2002,1379.995125
21183.712064,2002,1382.386566
36187.253181,2002,1384.784819
32158.49177,2002,1387.179525
36265.094153,2002,1389.569956
34142.287043,2002,1391.964367
21091.328245,2002,1394.359123
28341.199065,2002,1396.761441
25726.044413,2002,1399.150773
25608.720156,2002,1401.540513
36347.138145,2002,1403.929054
37184.610106,2002,1405.405932
39301.100503,2002,1407.804394
33812.246458,2002,1410.207443
31188.600011,2002,1412.592975
31957.454813,2002,1414.987544
20000.98142,2002,1417.383612
28408.415786,2002,1419.775403
18989.276274,2002,1422.172949
25876.689011,2002,1424.561727
34796.161417,2002,1426.975845
35329.84237,2002,1429.369373
27906.620572,2002,1431.767954
31939.9862,2002,1434.155199
34637.638762,2002,1436.554928
21582.838093,2002,1438.945253
37457.047398,2002,1441.33962
28536.798774,2002,1443.735197
30624.087611,2002,1446.13126
35713.129917,2002,1448.525658
30351.801496,2002,1450.934405
34980.812895,2002,1453.328059
35194.176884,2002,1455.724566
28415.582977,2002,1458.117729
28297.020011,2002,1460.524313
27056.180416,2002,1462.927252
34923.69468,2002,1465.326696
16529.275262,2002,1467.724314
36514.627755,2002,1470.117936
23378.199147,2002,1472.509655
38133.504391,2002,1474.900303
28015.225878,2002,1477.304068
31308.049366,2002,1479.72143
30529.364606,2002,1482.127457
35704.99426,2002,1484.52955
38822.488466,2002,1486.926265
25671.308889,2002,1489.318782
33729.446392,2002,1491.720685
33547.483028,2002,1494.107435
23977.082608,2002,1496.493212
33457.262729,2002,1498.878662
37630.330318,2002,1501.293505
31523.730792,2002,1503.71792
33066.344463,2002,1506.119141
24279.495502,2002,1508.50198
34428.675287,2002,1510.894452
33221.078579,2002,1512.365141
18312.249161,2002,1514.755422
33251.397777,2002,1517.144606
33543.602145,2002,1519.534443
36841.158973,2002,1521.930763
39651.091749,2002,1524.331319
37765.319835,2002,1526.717418
36111.093526,2002,1529.107442
37963.455365,2002,1531.495406
37630.352772,2002,1533.88884
37760.011675,2002,1536.285899
30308.734991,2002,1538.681165
30917.126791,2002,1541.089829
31838.364458,2002,1543.498257
35747.925096,2002,1545.897046
25626.476664,2002,1548.288181
31897.614966,2002,1550.684033
33546.185681,2002,1553.079589
33772.875311,2002,1555.475477
37456.47679,2002,1557.875193
36112.578053,2002,1560.270037
38808.041727,2002,1562.668903
33324.912765,2002,1565.069804
37595.104006,2002,1567.469258
38796.953809,2002,1569.865386
32968.361824,2002,1572.260574
36792.47493,2002,1574.649515
32715.525343,2002,1577.043948
37345.292597,2002,1579.435086
37374.533832,2002,1581.829801
38106.708489,2002,1584.225511
38012.426314,2002,1586.620424
28722.867013,2002,1589.009776
36567.793418,2002,1591.401541
33454.502412,2002,1593.796815
28192.927735,2002,1596.193304
39504.761595,2002,1598.584784
38857.573569,2002,1600.966962
38825.322484,2002,1603.348061
37256.691737,2002,1605.733441
35093.028916,2002,1608.122493
33453.144406,2002,1610.511753
38277.440742,2002,1612.902368
37812.747798,2002,1615.290477
38208.334975,2002,1616.764684
31332.765527,2002,1619.154619
38681.475962,2002,1621.547449
37233.156557,2002,1623.944298
34234.926779,2002,1626.342047
34807.919116,2002,1628.738955
22439.53693,2002,1631.13525
31414.120573,2002,1633.527283
38973.986529,2002,1635.929914
35063.397985,2002,1638.324066
33992.905062,2002,1640.719009
30408.123464,2002,1643.119605
31090.878923,2002,1645.530444
38370.905185,2002,1647.931963
39505.754051,2002,1650.320872
35981.149572,2002,1652.709983
37714.05702,2002,1655.093774
33630.052897,2002,1657.483715
39623.369842,2002,1659.891863
33574.385482,2002,1662.288339
36456.70016,2002,1664.677592
39717.057422,2002,1667.066633
39839.993943,2002,1669.459771
35116.746927,2002,1671.847631
37974.084244,2002,1674.23845
39013.013071,2002,1676.628617
39384.635379,2002,1679.016524
33911.670148,2002,1681.414721
32584.71321,2002,1683.807261
38607.207305,2002,1686.217041
39052.605309,2002,1688.605668
39174.926686,2002,1690.996846
39292.45953,2002,1693.387346
37900.31864,2002,1695.776929
31606.559502,2002,1698.168353
38119.412496,2002,1700.555993
37284.678072,2002,1702.94974
25195.822192,2002,1705.336113
35555.424346,2002,1707.725818
34268.785604,2002,1710.119989
39441.051979,2002,1712.516014
37054.698701,2002,1714.900324
19673.635534,2002,1717.289571
38440.776646,2002,1719.676891
39095.009195,2002,1722.065637
37948.53698,2002,1723.548367
38447.454514,2002,1725.944207
39695.7953,2002,1728.329479
35625.420532,2002,1730.720411
39664.349627,2002,1733.122691
39635.373687,2002,1735.520123
39340.550542,2002,1737.907814
39520.404397,2002,1740.304403
35329.874933,2002,1742.690651
35954.691963,2002,1745.085727
38460.946813,2002,1747.478338
36518.844963,2002,1749.877904
37740.455715,2002,1752.276777
36620.312785,2002,1754.678492
35934.422754,2002,1757.077756
31189.954481,2002,1759.466051
39951.958239,2002,1761.858033
38476.595502,2002,1764.266199
35887.765877,2002,1766.666779
38988.122521,2002,1769.053577
37441.545052,2002,1771.448777
36465.264114,2002,1773.838699
34506.177304,2002,1776.228794
29766.84599,2002,1778.624125
39081.406981,2002,1781.017707
37256.209079,2002,1783.408205
39219.173844,2002,1785.82142
36283.459005,2002,1788.204808
35759.091927,2002,1790.603213
36505.156638,2002,1792.995281
39034.29796,2002,1795.386109
38586.993877,2002,1797.77628
39805.285137,2002,1800.162501
38103.935667,2002,1802.548098
39731.705469,2002,1804.943234
39560.82076,2002,1807.33253
38269.608532,2002,1809.740341
38371.324161,2002,1812.139323
39695.636577,2002,1814.529236
39203.7732,2002,1816.918286
39241.642074,2002,1819.306432
38763.92599,2002,1821.717464
40151.247436,2002,1824.112003
39075.671379,2002,1826.501652
38601.40895,2002,1827.981571
39669.877892,2002,1830.375041
40429.258288,2002,1832.770782
35673.244875,2002,1835.156053
39384.695159,2002,1837.551693
33655.558944,2002,1839.953328
30352.488399,2002,1842.34858
36309.143575,2002,1844.748727
38588.444515,2002,1847.14678
38101.246081,2002,1849.543868
37995.38091,2002,1851.939948
39318.656623,2002,1854.330708
33138.158791,2002,1856.729641
39081.988147,2002,1859.118088
35946.793105,2002,1861.511505
31345.836843,2002,1863.905134
36549.603007,2002,1866.311629
33541.991696,2002,1868.709589
38441.009271,2002,1871.108069
40007.175025,2002,1873.504583
33345.583203,2002,1875.895788
36012.291719,2002,1878.283435
33370.382928,2002,1880.674556
38384.118417,2002,1883.065497
34609.347592,2002,1885.450456
39489.610872,2002,1887.84267
40189.042066,2002,1890.232991
39305.369501,2002,1892.627456
33051.140959,2002,1934.753034
36696.177815,2002,1937.137388
31880.055408,2002,1939.527458
36031.772345,2002,1941.923168
25595.05334,2002,1944.29726
36311.469002,2002,1946.680289
40036.017106,2002,1949.067496
39988.067223,2002,1951.461792
34134.971857,2002,1953.852215
36190.709844,2002,1956.241924
38246.419211,2002,1958.633691
33482.156033,2002,1961.041276
35743.18607,2002,1963.44093
34293.623352,2002,1965.836208
39018.477302,2002,1968.239127
38567.176005,2002,1970.638323
38793.731979,2002,1973.045654
40027.397838,2002,1975.451022
37667.620529,2002,1977.846434
36823.672452,2002,1980.250533
40531.632296,2002,1982.663684
39190.602815,2002,1985.067513
38530.68983,2002,1987.478515
37834.817222,2002,1989.881963
38504.88672,2002,1992.291087
34497.978588,2002,1994.693337
40186.380654,2002,1997.094608
38008.375069,2002,1999.494261
36512.07238,2002,2001.898159
36233.868872,2002,2004.297809
39690.943092,2002,2006.696812
22063.826344,2002,2009.097445
37203.855281,2002,2011.500268
34788.851535,2002,2013.897866
33648.837236,2002,2016.309126
37148.310793,2002,2018.713586
40347.114048,2002,2021.125464
36956.927226,2002,2023.528999
40514.512498,2002,2025.940772
39615.385275,2002,2028.358557
39700.620508,2002,2030.764061
35430.250786,2002,2033.161357
39067.326079,2002,2035.569215
35380.230223,2002,2037.968551
24248.04023,2002,2039.443341
26284.25515,2002,2041.849097
34377.879189,2002,2044.257505
38841.076193,2002,2046.65743
35598.654439,2002,2049.055149
24354.367553,2002,2051.45432
35399.821573,2002,2053.853944
35540.020066,2002,2056.259247
36880.220003,2002,2058.662793
38613.399617,2002,2061.066671
38140.888792,2002,2063.466834
37601.523768,2002,2065.861773
40082.160231,2002,2068.257651
39285.850093,2002,2070.653087
35983.412815,2002,2073.055932
34046.224556,2002,2075.458706
38012.870487,2002,2077.868459
32267.228081,2002,2080.274259
38295.434107,2002,2082.679002
39440.214709,2002,2085.084228
38100.70396,2002,2087.484128
35243.920263,2002,2089.888203
37095.594688,2002,2092.293303
36468.106922,2002,2094.694953
26766.552173,2002,2097.100102
38911.390842,2002,2099.500649
40207.420406,2002,2101.92989
40100.643295,2002,2104.334145
9024.006787,898,2105.009988
39741.409074,2002,2107.410202
38411.12914,2002,2109.813259
38891.451852,2002,2112.211492
40733.372907,2002,2114.619251
32117.295474,2002,2117.029025
40596.538553,2002,2119.432494
39873.635214,2002,2121.831824
39418.404726,2002,2124.239425
39532.452295,2002,2126.639176
39748.556272,2002,2129.037971
37484.763692,2002,2131.437254
36895.698391,2002,2133.838977
37568.570421,2002,2136.248925
38439.663373,2002,2138.650115
37427.765202,2002,2141.053559
40747.572224,2002,2143.449411
40355.621711,2002,2145.848212
40601.501224,2002,2148.247268
40340.174881,2002,2150.648369
37307.392719,2002,2153.05595
40267.367387,2002,2155.470557
38864.349258,2002,2157.878586
40752.309607,2002,2160.279437
40125.725143,2002,2162.675608
38940.4932,2002,2165.077225
31142.806951,2002,2167.473802
31303.36128,2002,2169.885398
13633.826951,2002,2172.282777
3888.199221,2002,2174.677546
40030.877166,2002,2177.078588
25563.551717,2002,2179.470992
28497.464457,2002,2181.874913
31148.515665,2002,2184.270379
35507.269517,2002,2186.663378
36809.011021,2002,2189.058813
40505.297105,2002,2191.462723
40372.3635,2002,2192.944704
40618.201994,2002,2195.344101
40565.117937,2002,2197.738265
40357.529188,2002,2200.144224
40702.88937,2002,2202.544196
40332.817836,2002,2204.940813
38359.598065,2002,2207.346175
40537.674886,2002,2209.737365
32879.680529,2002,2212.135001
38896.694954,2002,2214.53329
39396.139927,2002,2216.931807
39180.329088,2002,2219.329383
40362.789417,2002,2221.73802
38761.705361,2002,2224.137801
40633.931994,2002,2226.533436
39254.336606,2002,2228.924178
37194.269606,2002,2231.325534
39087.355216,2002,2233.720423
40783.581844,2002,2236.125644
39431.506909,2002,2238.524585
39897.864238,2002,2240.929774
40676.470264,2002,2243.332867
40568.270133,2002,2245.752379
35591.993801,2002,2248.163869
38774.242911,2002,2250.556672
39091.226241,2002,2252.951156
40361.33853,2002,2255.345873
38978.731369,2002,2257.747963
40063.123345,2002,2260.168996
39561.097499,2002,2262.56299
35682.091389,2002,2264.963891
40584.639485,2002,2267.366152
38271.712019,2002,2269.76552
40674.350652,2002,2272.169769
33556.893897,2002,2274.570522
38014.096506,2002,2276.969637
38915.603219,2002,2279.362402
35324.006912,2002,2281.77265
40829.486339,2002,2284.166795
37409.782483,2002,2286.566185
38150.260279,2002,2288.966356
34305.147929,2002,2291.355888
39551.373861,2002,2293.745334
33369.280114,2002,2296.144486
38252.343334,2002,2298.535615
34722.080906,2002,2300.015324
32811.22487,2002,2302.414933
29961.112647,2002,2304.8392
38179.357917,2002,2307.239785
39319.685361,2002,2309.629085
39025.677328,2002,2312.031282
40475.989802,2002,2314.429334
39789.520371,2002,2316.834139
35352.291169,2002,2319.234084
39951.345328,2002,2321.656365
38530.411692,2002,2324.063623
35378.321858,2002,2326.465277
39197.088562,2002,2328.866612
36604.537474,2002,2331.265907
39250.702478,2002,2333.674582
38228.282135,2002,2336.085762
40604.160969,2002,2338.481022
36319.918362,2002,2340.87707
35041.233519,2002,2343.27369
34400.634427,2002,2345.675305
39763.049602,2002,2348.074047
32195.909521,2002,2350.464271
39030.906382,2002,2352.85957
38243.523156,2002,2355.257469
36233.798186,2002,2357.649052
37432.346086,2002,2360.043839
40779.725143,2002,2362.440605
40170.249557,2002,2364.836122
31148.425832,2002,2367.237882
37840.281458,2002,2369.655433
37898.171884,2002,2372.057417
33645.171448,2002,2374.453481
34491.31865,2002,2376.857745
36643.626363,2002,2379.264858
36289.027035,2002,2381.680241
31815.333909,2002,2384.074433
39725.916838,2002,2386.470685
34795.312918,2002,2388.86904
32325.851226,2002,2391.262475
34647.628286,2002,2393.655104
31530.098119,2002,2396.059236
40126.949321,2002,2398.459514
36831.284423,2002,2400.855891
39877.29445,2002,2403.247444
39957.386425,2002,2404.743055
40504.411231,2002,2407.138313
40637.084712,2002,2409.536288
38268.804963,2002,2411.93045
36457.841224,2002,2414.330701
33113.257843,2002,2416.728416
31008.295041,2002,2419.126173
37035.343125,2002,2421.529191
32307.379976,2002,2423.923455
37466.289656,2002,2426.323323
38380.773526,2002,2428.717983
37195.796075,2002,2431.113693
37820.465619,2002,2433.507234
39764.43564,2002,2435.896589
38339.242231,2002,2438.293426
37904.673527,2002,2440.692747
33316.084302,2002,2443.085215
32838.290863,2002,2445.480225
38791.553094,2002,2447.87373
32854.318562,2002,2450.26722
38708.19492,2002,2452.661036
36352.844412,2002,2455.060745
35002.510681,2002,2457.459894
34278.770191,2002,2459.864926
39828.02582,2002,2462.264314
38694.957788,2002,2464.66945
40729.918248,2002,2467.075815
33625.114918,2002,2469.479555
37796.319418,2002,2471.873045
40626.89273,2002,2474.268623
32325.6882,2002,2476.666331
39918.342024,2002,2479.065522
39112.791952,2002,2481.469848
38744.657123,2002,2483.866458
32961.536187,2002,2486.263007
37682.109428,2002,2488.659699
38373.691047,2002,2491.05196
40378.220885,2002,2493.446682
39579.3071,2002,2495.844007
33129.351892,2002,2498.236844
38049.078927,2002,2500.632141
40243.129981,2002,2503.025432
40085.906743,2002,2505.425313
32839.05731,2002,2507.822782
40553.446428,2002,2510.21604
32768.278969,2002,2511.693785
39517.771409,2002,2514.10203
38181.045295,2002,2516.512583
40139.400066,2002,2518.913768
40470.22543,2002,2521.307358
35677.257249,2002,2523.702014
33377.217282,2002,2526.104398
36835.252934,2002,2528.503638
34429.341941,2002,2569.98484
34472.578623,2002,2572.377419
27484.310105,2002,2574.770818
32474.760775,2002,2577.16737
39911.014706,2002,2579.557273
33945.04244,2002,2581.975584
35548.985404,2002,2584.368856
40348.729085,2002,2586.769371
34318.228314,2002,2589.163836
37521.240993,2002,2591.559049
36210.294596,2002,2593.957071
39635.231382,2002,2596.359459
19346.060746,2002,2598.753126
39266.954082,2002,2601.151006
40491.945593,2002,2603.548265
39433.205017,2002,2605.947489
39058.650324,2002,2608.341818
38437.626918,2002,2610.735618
38602.17733,2002,2613.132834
39133.09462,2002,2615.528622
34848.721282,2002,2617.926052
38172.266413,2002,2620.325608
34877.747499,2002,2622.716898
38160.915624,2002,2625.113418
39706.279632,2002,2627.513417
40069.961038,2002,2629.917193
38876.768841,2002,2632.312938
39095.726443,2002,2634.71534
40206.064503,2002,2637.117299
40105.518567,2002,2639.512046
40730.40893,2002,2641.911277
37038.725512,2002,2644.314625
36684.600113,2002,2646.722316
40046.347338,2002,2649.124028
38678.825645,2002,2651.527024
39278.989853,2002,2653.925838
38263.331408,2002,2656.332195
40652.219282,2002,2658.743465
39975.628965,2002,2661.145016
38370.998482,2002,2663.542268
40195.66055,2002,2665.941002
39726.934819,2002,2668.336009
40308.071708,2002,2670.736827
40471.687576,2002,2673.141013
40517.890283,2002,2674.614472
38383.701498,2002,2677.004097
39464.63027,2002,2679.406563
37630.14645,2002,2681.80111
30033.409959,2002,2684.200571
38176.183804,2002,2686.595062
40706.566716,2002,2688.988098
35564.607313,2002,2691.383718
40133.598694,2002,2693.777221
37151.527903,2002,2696.169706
36637.855485,2002,2698.55876
35647.739798,2002,2700.955487
38282.891693,2002,2703.350863
40457.378954,2002,2705.758424
33830.011092,2002,2708.161903
35290.69077,2002,2710.555369
39406.783111,2002,2712.956237
39066.717063,2002,2715.346658
40429.722064,2002,2717.735849
39129.32076,2002,2720.135697
38583.028896,2002,2722.531552
39769.46818,2002,2724.929061
34814.764871,2002,2727.326607
36505.539366,2002,2729.724811
35041.259616,2002,2732.112906
37955.973867,2002,2734.497024
23119.375942,2002,2736.883104
40439.764181,2002,2739.271532
33173.828067,2002,2741.685666
37864.909038,2002,2744.072734
39661.210243,2002,2746.459305
24542.612674,2002,2748.844883
32724.172368,2002,2751.230036
25928.342478,2002,2753.630749
-589.71081,495,2754.010556
37006.183526,2002,2756.408535
36316.394975,2002,2758.797781
39952.078045,2002,2761.195259
36011.764261,2002,2763.580641
35553.763512,2002,2765.975845
40760.539101,2002,2768.370821
39391.931069,2002,2770.76581
40037.124764,2002,2773.156387
32398.791749,2002,2775.549936
40646.40183,2002,2777.944518
40150.969945,2002,2780.330254
40532.008628,2002,2782.723633
40597.998031,2002,2785.118355
36519.30662,2002,2787.512983
40089.255583,2002,2789.908127
39799.391872,2002,2792.299536
40423.342781,2002,2794.690807
40882.952391,2002,2797.081257
